Architecture    Offer                                               Publisher                           Sku                                                Urn                                                                                                                               Version
x64             vbox-on-windows-2016                                apps-4-rent                         vbox-on-windows-2016                               apps-4-rent:vbox-on-windows-2016:vbox-on-windows-2016:1.0.0                                                                       1.0.0
x64             wordpress-with-windows-server-2016                  cognosys                            wordpress-with-windows-server-2016-free            cognosys:wordpress-with-windows-server-2016:wordpress-with-windows-server-2016-free:1.2019.1010                                   1.2019.1010
x64             goanywheremftwindows                                help-systems                        windows681                                         help-systems:goanywheremftwindows:windows681:6.8.1                                                                                6.8.1
x64             wordpress-with-windows-server-2016-v1               cognosys                            wordpress-with-windows-server-2016-v1              cognosys:wordpress-with-windows-server-2016-v1:wordpress-with-windows-server-2016-v1:1.2019.1010                                  1.2019.1010
x64             wordpress-with-windows-server-2016-v1               cognosys                            wordpress-with-windows-server-2016-v1              cognosys:wordpress-with-windows-server-2016-v1:wordpress-with-windows-server-2016-v1:1.2019.1011                                  1.2019.1011
x64             visual-studio-emulator-windows-server-2016          apps-4-rent                         visual-studio-emulator-windows-server-2016-v1      apps-4-rent:visual-studio-emulator-windows-server-2016:visual-studio-emulator-windows-server-2016-v1:1.0.1                        1.0.1
x64             wordpress-with-windows-server-2019                  cognosys                            wordpress-with-windows-server-2019-free            cognosys:wordpress-with-windows-server-2019:wordpress-with-windows-server-2019-free:1.2019.1010                                   1.2019.1010
x64             wordpress-with-windows-server-2019-v1               cognosys                            wordpress-with-windows-server-2019-v1              cognosys:wordpress-with-windows-server-2019-v1:wordpress-with-windows-server-2019-v1:1.2020.1011                                  1.2020.1011
x64             wordpress-with-windows-server-2019-v1               cognosys                            wordpress-with-windows-server-2019-v1              cognosys:wordpress-with-windows-server-2019-v1:wordpress-with-windows-server-2019-v1:1.2020.1012                                  1.2020.1012
x64             wordpress-with-windows-server-2019-v1               cognosys                            wordpress-with-windows-server-2019-v1              cognosys:wordpress-with-windows-server-2019-v1:wordpress-with-windows-server-2019-v1:22.03.02                                     22.03.02
x64             vscode-on-windows2016                               apps-4-rent                         vscode-on-windows2016                              apps-4-rent:vscode-on-windows2016:vscode-on-windows2016:1.0.0                                                                     1.0.0
x64             goanywheremftwindows                                help-systems                        windows702                                         help-systems:goanywheremftwindows:windows702:7.0.2                                                                                7.0.2
x64             wordpress-with-windows-server-2022                  cognosys                            wordpress-with-windows-server-2022                 cognosys:wordpress-with-windows-server-2022:wordpress-with-windows-server-2022:0.0.1                                              0.0.1
x64             vscode-on-windows2019                               apps-4-rent                         vscode-on-windows2019                              apps-4-rent:vscode-on-windows2019:vscode-on-windows2019:1.0.0                                                                     1.0.0
x64             xlight-ftp-server-on-windows-server-2016            cognosys                            xlight-ftp-server-on-windows-server-2016           cognosys:xlight-ftp-server-on-windows-server-2016:xlight-ftp-server-on-windows-server-2016:1.2019.1010                            1.2019.1010
x64             vscode-on-windows2022                               apps-4-rent                         vscode-on-windows2022                              apps-4-rent:vscode-on-windows2022:vscode-on-windows2022:1.0.0                                                                     1.0.0
x64             xlight-ftp-server-on-windows-server-2019            cognosys                            xlight-ftp-server-on-windows-server-2019           cognosys:xlight-ftp-server-on-windows-server-2019:xlight-ftp-server-on-windows-server-2019:1.2019.1010                            1.2019.1010
x64             xlight-ftp-server-on-windows-server-2019            cognosys                            xlight-ftp-server-on-windows-server-2019           cognosys:xlight-ftp-server-on-windows-server-2019:xlight-ftp-server-on-windows-server-2019:22.03.02                               22.03.02
x64             vscplus-on-windows2016                              apps-4-rent                         vscplus-on-windows2016                             apps-4-rent:vscplus-on-windows2016:vscplus-on-windows2016:1.0.0                                                                   1.0.0
x64             vscplus-on-windows2019                              apps-4-rent                         vscplus-on-windows2019                             apps-4-rent:vscplus-on-windows2019:vscplus-on-windows2019:1.0.0                                                                   1.0.0
x64             vscplus-on-windows2022                              apps-4-rent                         vscplus-on-windows2022                             apps-4-rent:vscplus-on-windows2022:vscplus-on-windows2022:1.0.0                                                                   1.0.0
x64             weka-on-windows2016                                 apps-4-rent                         weka-on-windows2016                                apps-4-rent:weka-on-windows2016:weka-on-windows2016:1.0.0                                                                         1.0.0
x64             weka-on-windows2019                                 apps-4-rent                         weka-on-windows2019                                apps-4-rent:weka-on-windows2019:weka-on-windows2019:1.0.0                                                                         1.0.0
x64             ics-payg-windows                                    informatica                         ics-payg-windows                                   informatica:ics-payg-windows:ics-payg-windows:2.0.0                                                                               2.0.0
x64             weka-on-windows2022                                 apps-4-rent                         weka-on-windows2022                                apps-4-rent:weka-on-windows2022:weka-on-windows2022:1.0.0                                                                         1.0.0
x64             iics-windows-byol                                   informatica                         iics-byol-windows                                  informatica:iics-windows-byol:iics-byol-windows:1.0.0                                                                             1.0.0
x64             iics-windows-byol                                   informatica                         iics-byol-windows                                  informatica:iics-windows-byol:iics-byol-windows:1.0.1                                                                             1.0.1
x64             windbgsdk-on-windows2016                            apps-4-rent                         windbgsdk-on-windows2016                           apps-4-rent:windbgsdk-on-windows2016:windbgsdk-on-windows2016:1.0.0                                                               1.0.0
x64             iics-windows-byol                                   informatica                         iics-byol-windows-v1                               informatica:iics-windows-byol:iics-byol-windows-v1:1.0.1                                                                          1.0.1
x64             iics-windows-byol                                   informatica                         iics-byol-windows-v1                               informatica:iics-windows-byol:iics-byol-windows-v1:1.0.2                                                                          1.0.2
x64             windbgsdk-on-windows2019                            apps-4-rent                         windbgsdk-on-windows2019                           apps-4-rent:windbgsdk-on-windows2019:windbgsdk-on-windows2019:1.0.0                                                               1.0.0
x64             intellicus_bi_server_100_user_windows               intellicus-technologies-pvt-ltd     intellicus_bi_server_100_user_windows              intellicus-technologies-pvt-ltd:intellicus_bi_server_100_user_windows:intellicus_bi_server_100_user_windows:2.0.0                 2.0.0
x64             informatica-1040-windows                            informatica                         informatica-1040-windows                           informatica:informatica-1040-windows:informatica-1040-windows:1.0.1                                                               1.0.1
x64             informatica-1040-windows                            informatica                         informatica-1040-windows                           informatica:informatica-1040-windows:informatica-1040-windows:1.0.3                                                               1.0.3
x64             informatica-1040-windows                            informatica                         informatica-1040-windows                           informatica:informatica-1040-windows:informatica-1040-windows:1.0.4                                                               1.0.4
x64             windbgsdk-on-windows2022                            apps-4-rent                         windbgsdk-on-windows2022                           apps-4-rent:windbgsdk-on-windows2022:windbgsdk-on-windows2022:1.0.0                                                               1.0.0
x64             intellicus_bi_server_25_user_windows                intellicus-technologies-pvt-ltd     intellicus_bi_server_25_user_windows               intellicus-technologies-pvt-ltd:intellicus_bi_server_25_user_windows:intellicus_bi_server_25_user_windows:2.0.0                   2.0.0
x64             informatica-1040-windows1                           informatica                         informatica-1040-windows1                          informatica:informatica-1040-windows1:informatica-1040-windows1:1.0.0                                                             1.0.0
x64             windows-2019-with-clamav                            apps-4-rent                         windows-2019-with-clamav                           apps-4-rent:windows-2019-with-clamav:windows-2019-with-clamav:1.0.0                                                               1.0.0
x64             intellicus_bi_server_50_user_windows                intellicus-technologies-pvt-ltd     intellicus_bi_server_50_user_windows               intellicus-technologies-pvt-ltd:intellicus_bi_server_50_user_windows:intellicus_bi_server_50_user_windows:2.0.0                   2.0.0
x64             informatica-1041-windows                            informatica                         informatica-1041-windows                           informatica:informatica-1041-windows:informatica-1041-windows:1.0.0                                                               1.0.0
x64             informatica-1041-windows                            informatica                         informatica-1041-windows                           informatica:informatica-1041-windows:informatica-1041-windows:1.0.1                                                               1.0.1
x64             informatica-1041-windows                            informatica                         informatica-1041-windows                           informatica:informatica-1041-windows:informatica-1041-windows:1.0.2                                                               1.0.2
x64             wordpress-windows-server-2016                       apps-4-rent                         wordpress-windows-server-2016-v1                   apps-4-rent:wordpress-windows-server-2016:wordpress-windows-server-2016-v1:1.0.2                                                  1.0.2
x64             informatica-windows-1050                            informatica                         informatica-1050-windows                           informatica:informatica-windows-1050:informatica-1050-windows:1.0.0                                                               1.0.0
x64             wordpress-windows-server-2019                       apps-4-rent                         wordpress-windows-server-2019-v1                   apps-4-rent:wordpress-windows-server-2019:wordpress-windows-server-2019-v1:1.0.2                                                  1.0.2
x64             informatica-windows-1051                            informatica                         nformatica-1051-windows                            informatica:informatica-windows-1051:nformatica-1051-windows:1.0.0                                                                1.0.0
x64             informatica-windows-1051                            informatica                         nformatica-1051-windows                            informatica:informatica-windows-1051:nformatica-1051-windows:1.0.1                                                                1.0.1
x64             xampp-windows-server-2016                           apps-4-rent                         xampp-windows-server-2016                          apps-4-rent:xampp-windows-server-2016:xampp-windows-server-2016:1.0.1                                                             1.0.1
x64             xampp-windows-server-2016                           apps-4-rent                         xampp-windows-server-2016                          apps-4-rent:xampp-windows-server-2016:xampp-windows-server-2016:1.0.2                                                             1.0.2
x64             informatica-windows-10511                           informatica                         informatica-windows-10511                          informatica:informatica-windows-10511:informatica-windows-10511:1.0.0                                                             1.0.0
x64             xampp-windows-server-2019                           apps-4-rent                         xampp-windows-server-2019-v1                       apps-4-rent:xampp-windows-server-2019:xampp-windows-server-2019-v1:1.0.1                                                          1.0.1
x64             xampp-windows-server-2019                           apps-4-rent                         xampp-windows-server-2019-v1                       apps-4-rent:xampp-windows-server-2019:xampp-windows-server-2019-v1:1.0.2                                                          1.0.2
x64             xeams-windows-server-2016                           apps-4-rent                         xeams-windows-server-2016-v1                       apps-4-rent:xeams-windows-server-2016:xeams-windows-server-2016-v1:1.0.1                                                          1.0.1
x64             joget-dx-windows-server-10users                     jogetinc                            v7_0_25-windows                                    jogetinc:joget-dx-windows-server-10users:v7_0_25-windows:1.0.0                                                                    1.0.0
x64             joget-dx-windows-server-10users                     jogetinc                            v7_0_27-windows                                    jogetinc:joget-dx-windows-server-10users:v7_0_27-windows:1.0.0                                                                    1.0.0
x64             informatica-windows-server-10511                    informatica                         informatica-windows-server-10511                   informatica:informatica-windows-server-10511:informatica-windows-server-10511:1.0.0                                               1.0.0
x64             xeams-windows-server-2019                           apps-4-rent                         xeams-windows-server-2019-v1                       apps-4-rent:xeams-windows-server-2019:xeams-windows-server-2019-v1:1.0.1                                                          1.0.1
x64             joget-dx-windows-server-10users                     jogetinc                            v7_0_28-windows                                    jogetinc:joget-dx-windows-server-10users:v7_0_28-windows:1.0.0                                                                    1.0.0
x64             platform_10_2_hf1_domain_windows_byol               informatica                         byol_win_platform_10_2_hf1                         informatica:platform_10_2_hf1_domain_windows_byol:byol_win_platform_10_2_hf1:1.0.1                                                1.0.1
x64             platform_10_2_hf1_domain_windows_byol               informatica                         byol_win_platform_10_2_hf1                         informatica:platform_10_2_hf1_domain_windows_byol:byol_win_platform_10_2_hf1:1.0.2                                                1.0.2
x64             joget-dx-windows-server-10users                     jogetinc                            v7_0_29-windows                                    jogetinc:joget-dx-windows-server-10users:v7_0_29-windows:1.0.0                                                                    1.0.0
x64             joget-dx-windows-server-10users                     jogetinc                            v7_0_30-windows                                    jogetinc:joget-dx-windows-server-10users:v7_0_30-windows:1.0.0                                                                    1.0.0
x64             kazendi-windows-photon-vm                           kazendi                             kazendi-windows-photon-vm-standard                 kazendi:kazendi-windows-photon-vm:kazendi-windows-photon-vm-standard:1.0.0                                                        1.0.0
x64             platform_10_2_hf2_domain_windows_byol               informatica                         byol_win_platform_10_2_hf2                         informatica:platform_10_2_hf2_domain_windows_byol:byol_win_platform_10_2_hf2:1.0.0                                                1.0.0
x64             platform_10_2_hf2_domain_windows_byol               informatica                         byol_win_platform_10_2_hf2                         informatica:platform_10_2_hf2_domain_windows_byol:byol_win_platform_10_2_hf2:1.0.1                                                1.0.1
x64             joget-dx-windows-server-10users                     jogetinc                            v7_0_31-windows                                    jogetinc:joget-dx-windows-server-10users:v7_0_31-windows:1.0.0                                                                    1.0.0
x64             passwordmanagerpro-windows                          manageengine                        pmp9003                                            manageengine:passwordmanagerpro-windows:pmp9003:9.0.3                                                                             9.0.3
x64             matlab-production-server-byol-windows               mathworks-inc                       matlab-production-server-byol-windows-20b          mathworks-inc:matlab-production-server-byol-windows:matlab-production-server-byol-windows-20b:1.0.0                               1.0.0
x64             matlab-production-server-byol-windows               mathworks-inc                       matlab-production-server-byol-windows-21a          mathworks-inc:matlab-production-server-byol-windows:matlab-production-server-byol-windows-21a:1.0.0                               1.0.0
x64             matlab-production-server-byol-windows               mathworks-inc                       matlab-production-server-byol-windows-21b          mathworks-inc:matlab-production-server-byol-windows:matlab-production-server-byol-windows-21b:1.0.0                               1.0.0
x64             matlab-production-server-byol-windows               mathworks-inc                       matlab-production-server-byol-windows-21b          mathworks-inc:matlab-production-server-byol-windows:matlab-production-server-byol-windows-21b:1.0.1                               1.0.1
x64             matlab-production-server-byol-windows               mathworks-inc                       matlab-production-server-byol-windows-22a          mathworks-inc:matlab-production-server-byol-windows:matlab-production-server-byol-windows-22a:1.0.0                               1.0.0
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-20b          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-20b:1.0.0                               1.0.0
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-20b          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-20b:1.0.1                               1.0.1
x64             windows-data-science-vm                             microsoft-ads                       windows2016                                        microsoft-ads:windows-data-science-vm:windows2016:19.08.09                                                                        19.08.09
x64             windows-data-science-vm                             microsoft-ads                       windows2016                                        microsoft-ads:windows-data-science-vm:windows2016:20.01.10                                                                        20.01.10
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-21a          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-21a:1.0.0                               1.0.0
x64             windows-data-science-vm                             microsoft-ads                       windows2016byol                                    microsoft-ads:windows-data-science-vm:windows2016byol:19.08.09                                                                    19.08.09
x64             windows-data-science-vm                             microsoft-ads                       windows2016byol                                    microsoft-ads:windows-data-science-vm:windows2016byol:20.02.10                                                                    20.02.10
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2011                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2011:17763.1577.201116                                                        17763.1577.201116
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-21b          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-21b:1.0.0                               1.0.0
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-21b          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-21b:1.0.1                               1.0.1
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2012                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2012:17763.1637.201210                                                        17763.1637.201210
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-22a          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-22a:1.0.0                               1.0.0
x64             matlab-production-server-payg-windows               mathworks-inc                       matlab-production-server-payg-windows-22a          mathworks-inc:matlab-production-server-payg-windows:matlab-production-server-payg-windows-22a:1.0.1                               1.0.1
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2101                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2101:17763.1637.210111                                                        17763.1637.210111
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2102                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2102:17763.1697.210223                                                        17763.1697.210223
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2102                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2102:17763.1697.210226                                                        17763.1697.210226
x64             matlab-ref-arch-windows-disk                        mathworks-inc                       matlab-ref-arch-win-sku-r2020b                     mathworks-inc:matlab-ref-arch-windows-disk:matlab-ref-arch-win-sku-r2020b:1.0.2                                                   1.0.2
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:18363.388.1910021701                                                                18363.388.1910021701
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:19041.208.2004162051                                                                19041.208.2004162051
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:19042.450.2008140345                                                                19042.450.2008140345
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:19043.867.2103051751                                                                19043.867.2103051751
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:19044.1165.2108061742                                                               19044.1165.2108061742
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:19044.1237.2109130416                                                               19044.1237.2109130416
x64             windows10preview                                    microsoft-hyperv                    pro-preview                                        microsoft-hyperv:windows10preview:pro-preview:19044.1288.2110060501                                                               19044.1288.2110060501
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2103                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2103:17763.1817.210317                                                        17763.1817.210317
x64             dsvm-windows                                        microsoft-dsvm                      server-2016                                        microsoft-dsvm:dsvm-windows:server-2016:20.01.10                                                                                  20.01.10
x64             dsvm-windows                                        microsoft-dsvm                      server-2016                                        microsoft-dsvm:dsvm-windows:server-2016:20.01.30                                                                                  20.01.30
x64             dsvm-windows                                        microsoft-dsvm                      server-2016                                        microsoft-dsvm:dsvm-windows:server-2016:20.10.22                                                                                  20.10.22
x64             matlab-ref-arch-windows-disk                        mathworks-inc                       matlab-ref-arch-win-sku-r2021a                     mathworks-inc:matlab-ref-arch-windows-disk:matlab-ref-arch-win-sku-r2021a:1.0.2                                                   1.0.2
x64             dsvm-windows                                        microsoft-dsvm                      server-2019                                        microsoft-dsvm:dsvm-windows:server-2019:19.12.12                                                                                  19.12.12
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2104                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2104:17763.1879.210414                                                        17763.1879.210414
x64             matlab-ref-arch-windows-disk                        mathworks-inc                       matlab-ref-arch-win-sku-r2021b                     mathworks-inc:matlab-ref-arch-windows-disk:matlab-ref-arch-win-sku-r2021b:1.0.1                                                   1.0.1
x64             matlab-ref-arch-windows-disk                        mathworks-inc                       matlab-ref-arch-win-sku-r2021b                     mathworks-inc:matlab-ref-arch-windows-disk:matlab-ref-arch-win-sku-r2021b:1.0.2                                                   1.0.2
x64             matlab-ref-arch-windows-disk                        mathworks-inc                       matlab-ref-arch-win-sku-r2021b                     mathworks-inc:matlab-ref-arch-windows-disk:matlab-ref-arch-win-sku-r2021b:1.0.3                                                   1.0.3
x64             dsvm-windows                                        microsoft-dsvm                      server-2019-g2                                     microsoft-dsvm:dsvm-windows:server-2019-g2:21.12.12                                                                               21.12.12
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2105                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2105:17763.1935.210520                                                        17763.1935.210520
x64             matlab-ref-arch-windows-disk                        mathworks-inc                       matlab-ref-arch-win-sku-r2022a                     mathworks-inc:matlab-ref-arch-windows-disk:matlab-ref-arch-win-sku-r2022a:1.0.1                                                   1.0.1
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2106                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2106:17763.1999.210622                                                        17763.1999.210622
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:21.10.11                                                                             21.10.11
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:21.12.03                                                                             21.12.03
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:22.02.18                                                                             22.02.18
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:22.02.28                                                                             22.02.28
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:22.03.09                                                                             22.03.09
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:22.04.21                                                                             22.04.21
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:22.06.10                                                                             22.06.10
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test                                       microsoft-dsvm:dsvmwindows-test:windows-test:22.07.27                                                                             22.07.27
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2107                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2107:17763.2061.210716                                                        17763.2061.210716
x64             matlab-web-app-server-byol-windows                  mathworks-inc                       matlab-web-app-server-byol-windows-22a             mathworks-inc:matlab-web-app-server-byol-windows:matlab-web-app-server-byol-windows-22a:1.0.0                                     1.0.0
x64             matlab-web-app-server-byol-windows                  mathworks-inc                       matlab-web-app-server-byol-windows-22a             mathworks-inc:matlab-web-app-server-byol-windows:matlab-web-app-server-byol-windows-22a:1.0.1                                     1.0.1
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test-gen2                                  microsoft-dsvm:dsvmwindows-test:windows-test-gen2:22.04.21                                                                        22.04.21
x64             dsvmwindows-test                                    microsoft-dsvm                      windows-test-gen2                                  microsoft-dsvm:dsvmwindows-test:windows-test-gen2:22.06.10                                                                        22.06.10
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2108                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2108:17763.2061.210830                                                        17763.2061.210830
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2109                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2109:17763.2183.210922                                                        17763.2183.210922
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2109                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2109:17763.2213.210927                                                        17763.2213.210927
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2112                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2112:17763.2300.211203                                                        17763.2300.211203
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2112                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2112:17763.2300.211214                                                        17763.2300.211214
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2201                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2201:17763.2300.220111                                                        17763.2300.220111
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2203                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2203:17763.2565.220301                                                        17763.2565.220301
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2204                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2204:17763.2565.220407                                                        17763.2565.220407
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2207                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2207:17763.3232.220728                                                        17763.3232.220728
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2208                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2208:17763.3232.220802                                                        17763.3232.220802
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-ctrd-2208                     microsoft-aks:aks-windows:2019-datacenter-core-ctrd-2208:17763.3232.220805                                                        17763.3232.220805
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk                     microsoft-aks:aks-windows:2019-datacenter-core-smalldisk:17763.805.191025                                                         17763.805.191025
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-1912                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-1912:17763.864.191212                                                    17763.864.191212
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2001                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2001:17763.973.200124                                                    17763.973.200124
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2002                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2002:17763.1075.200228                                                   17763.1075.200228
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2003                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2003:17763.1098.200327                                                   17763.1098.200327
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2004                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2004:17763.1158.200422                                                   17763.1158.200422
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2005                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2005:17763.1217.200514                                                   17763.1217.200514
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2006                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2006:17763.1282.200626                                                   17763.1282.200626
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2007                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2007:17763.1339.200718                                                   17763.1339.200718
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2007                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2007:17763.1339.200719                                                   17763.1339.200719
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2008                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2008:17763.1397.200813                                                   17763.1397.200813
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2008                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2008:17763.1397.200820                                                   17763.1397.200820
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2009                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2009:17763.1397.200917                                                   17763.1397.200917
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2009                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2009:17763.1457.200911                                                   17763.1457.200911
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2009                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2009:17763.1457.200916                                                   17763.1457.200916
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2010                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2010:17763.1397.201006                                                   17763.1397.201006
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2011                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2011:17763.1554.201109                                                   17763.1554.201109
x64             aks-windows                                         microsoft-aks                       2019-datacenter-core-smalldisk-2011                microsoft-aks:aks-windows:2019-datacenter-core-smalldisk-2011:17763.1577.201112                                                   17763.1577.201112
